tail_id,part_no,noun,nha_part_no,nha_noun,kit,goh,part_type,shop,mat,agency,arf_mcl_review,f48_no,die_no,die_type,die_status,die_agency,die_vendor,die_remarks,status_1,status_2,remarks_1
1193,GB862.1-5-65MN,Washer,NULL,NULL,Kit B,NULL,,,,ARF,99SM2614N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1194,GB854-4X15,Stop Washer (Rec'D From Log),NULL,NULL,Kit B,NULL,,PMC,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1195,GB818M5X18,Screw,NULL,NULL,Kit B,NULL,,,,ARF,21MS0276L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1196,GB818M5X14,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0275L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1197,GB818-4X12,Screw,NULL,NULL,Kit B,NULL,,,,ARF,21MS0601L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1198,GB6276M5,Nut,NULL,NULL,Kit B,NULL,,,,ARF,21MS0664N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1199,GB52M4,Nut,NULL,NULL,Kit B,NULL,,,,ARF,18MS0301L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1200,GB1337M8,Self Locking Nut,NULL,NULL,Kit B,NULL,,,,ARF,17MS0108L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1201,GB1337M6,Self Locking Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0139L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1202,GB1337M5,Self Locking Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0138L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1203,GB1337M4-30CrMnSiA,Nut,NULL,NULL,Kit B,NULL,,,,ARF,90MS0083L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1204,GB1337M4,Self Locking Nut,NULL,NULL,Kit B,NULL,,,,ARF,14MS0137L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1205,GB1337M3,Nut,NULL,NULL,Kit B,NULL,,,,ARF,12MS0016L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1206,GB1021.20-12X20CdD,Stop Washer,NULL,NULL,Kit B,NULL,,PMC,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1207,GB/T97-15,Washer (Log),NULL,NULL,Kit B,NULL,,,,ARF,21SM0657N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1208,DD-FC1-96011-212,Brand,NULL,NULL,Kit B,NULL,,,,ARF,20PM0323N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1209,DD-FC1-96011-17,Lock Nut,NULL,NULL,Kit B,NULL,,,,ARF,21MS0387L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1210,DD-FC1-96011-15,Nut,NULL,NULL,Kit B,NULL,,,,ARF,22MS0184L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1211,DD-FC1-96011-13,Joint,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0021L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1212,DD-FC1-96011-12,Joint,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0469L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1213,DD-FC1-91001-3A/2,Bush,NULL,NULL,Kit B,NULL,,MS,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1214,DD-FC1-91001-3A/1,Bush,NULL,NULL,Kit B,NULL,,MS,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1215,DD-FC1-77011-1220,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1216,DD-FC1-77011-1202,Joint,NULL,NULL,Kit B,NULL,,TMS,,ARF,0,Forging Die,JF17-E01-03,NULL,NULL,NULL,NULL,NULL,Die under TF,Die Under Trial MFG,"Die mfg has been completed. Find the die, load Form-48 for forging & amching of part on proirity "
1217,DD-FC1-68125-2,Washer,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0142L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1218,DD-FC1-68125-1,Bush,NULL,NULL,Kit B,NULL,,MS,3725-10MM,ARF,0,WLOGTF151020210005 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part under Trial Manufacturing,"laminated cloth rod (wodden type material). On demand EDD July, 24"
1219,DD-FC1-68115-80,Bow Shape Part,NULL,NULL,Kit B,NULL,,SM,,ARF,22SM0083L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1220,DD-FC1-68115-5,Washer,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0142L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1221,DD-FC1-68115-4,Bush,NULL,NULL,Kit B,NULL,,MS,3725-10MM,ARF,0,WLOGTF151020210004 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part under Trial Manufacturing,"laminated cloth rod (wooden mat). Mat EDD is July, 2024 from China machinery CO"
1222,DD-FC1-68115-1100,Clamp ,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1223,DD-FC1-68074-1220,Landing Light Clamp,NULL,NULL,Kit B,NULL,,sm,,ARF,0,WLOGTF030820220007 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Part trial ok by user. Padding instalaltion from AMF in progress
1224,DD-FC1-68074-1210,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF280220220018 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Part trial ok by user. Padding instalaltion from AMF in progress
1225,DD-FC1-68074-1020,Suspension Screw,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0084L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1226,DD-FC1-68074-1010,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,22SM0235L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1227,DD-FC1-67011-504,Bushing,NULL,NULL,Kit B,NULL,,,,ARF,21PM0663L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1228,DD-FC1-65000-605,Plastic Spacer,NULL,NULL,Kit B,NULL,,,,ARF,21SM0026N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1229,DD-FC1-65000-12002/4,Adjustable Gasket,NULL,NULL,Kit B,NULL,,,,ARF,21PM0846L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1230,DD-FC1-65000-12002/2,Adjustable Gasket,NULL,NULL,Kit B,NULL,,,,ARF,21PM0621L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1231,DD-FC1-65000-12002/1,Adjustable Gasket,NULL,NULL,Kit B,NULL,,,,ARF,21PM0844L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1232,DD-FC1-64011-5,Nut,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0136L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1233,DD-FC1-62021-4,Three Way Joint,NULL,NULL,Kit B,NULL,,PMC, HPB59-1-45MM,ARF,0,WLOGTF180120210007 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,"Mat EDD July, 24"
1234,DD-FC1-62021-22,Flat Nut,NULL,NULL,Kit B,NULL,,,,ARF,21MS0041N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1235,DD-FC1-62021-2/2,Washer,NULL,NULL,Kit B,NULL,,,,ARF,01SM0463L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1236,DD-FC1-62021-2/1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,01SM0462L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1237,DD-FC1-62020-50/7,Pipe,NULL,NULL,Kit B,NULL,,,,ARF,18DP0718L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1238,DD-FC1-61101-80,Clamp ,NULL,NULL,Kit B,NULL,,,,ARF,21SM0545L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1239,DD-FC1-61101-25,Nipple,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0138L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1240,DD-FC1-61052-33,Clamp ,NULL,NULL,Kit B,NULL,,,,ARF,21SM0600L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1241,DD-FC1-61052-32,Clamp ,NULL,NULL,Kit B,NULL,,,,ARF,21SM0702L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1242,DD-FC1-61052-220,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0074L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1243,DD-FC1-61052-210,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0075L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1244,DD-FC1-61052-190,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0028L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1245,DD-FC1-61052-180,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,23SM0231L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1246,DD-FC1-61052-150,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF280220220020 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part under Trial Manufacturing,Fitting issue Bush Not Welding in Line. Rivet Not Insert on Part Return to SMS 13-06-2024. Part to be acquired from user by Fiaz and discuss with DCE for disposal
1247,DD-FC1-61052-140,Joint,NULL,NULL,Kit B,NULL,,PMC, LF2-72MM,ARF,0,WLOGTF031120220005 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Complex assembly part having connector & pipe fitting which will be welded togather. Mat is on demand.
1248,DD-FC1-61052-120,Pipe Fitting,NULL,NULL,Kit B,NULL,,PMC, LF2-72MM,ARF,0,WLOGTF031120220004 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Complex assembly part having connector & pipe fitting which will be welded togather. Mat is on demand.
1249,DD-FC1-61001-50,Pipe Clip,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0534L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1250,DD-FC1-61001-35,Nut,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0137L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1251,DD-FC1-55177-6010H,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF030320220014 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,
1252,DD-FC1-55177-410,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0405L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1253,DD-FC1-55177-390,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1254,DD-FC1-55177-250,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0404L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1255,DD-FC1-55167-8010H,Clamp ,NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF311020220006 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,
1256,DD-FC1-55167-360,Cleat,NULL,NULL,Kit B,NULL,,,,ARF,18MS0513N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1257,DD-FC1-55156-5300,Hoop,NULL,NULL,Kit B,NULL,,SM,,ARF,0,WLOGTF210320220015 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,
1258,DD-FC1-55156-5200,Hoop,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1259,DD-FC1-55156-5004,Bush,NULL,NULL,Kit B,NULL,,,,ARF,19MS0076L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1260,DD-FC1-55156-270,Pipe Clip,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0420L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1261,DD-FC1-55135-70,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0419L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1262,DD-FC1-55135-40,Pipe Clamp,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0418L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1263,DD-FC1-55135-20,Pipe Clip,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0417L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1264,DD-FC1-55135-10,Pipe Clip,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0416L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1265,DD-FC1-51922-2/8,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0572L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1266,DD-FC1-51922-2/7,Screw,NULL,NULL,Kit B,NULL,,,,ARF,21MS0773L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1267,DD-FC1-51922-2/6,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0772L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1268,DD-FC1-51922-2/5,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0571L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1269,DD-FC1-51922-2/4,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0771L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1270,DD-FC1-51922-2/3,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0770L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1271,DD-FC1-51922-2/2,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,21MS0769L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1272,DD-FC1-51922-2/1,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,21MS0768L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1273,DD-FC1-51912-2/7,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0030L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1274,DD-FC1-51912-2/6,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0334L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1275,DD-FC1-51912-2/5,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0333L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1276,DD-FC1-51912-2/4,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0200L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1277,DD-FC1-51912-2/3,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0368L,WLOGTF210120210026 ,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,"MCL in Nov, 23"
1278,DD-FC1-51912-2/2,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0332L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1279,DD-FC1-51912-2/1,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0331L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1280,DD-FC1-51802-4004,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0140L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1281,DD-FC1-51802-4003,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0139L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1282,DD-FC1-51802-4002,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0141L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1283,DD-FC1-51802-4001,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0133L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1284,DD-FC1-51802-3001,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0132L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1285,DD-FC1-51702-3002,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0135L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1286,DD-FC1-51702-1001,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1287,DD-FC1-51401-2121,Pully,NULL,NULL,Kit B,NULL,,,,ARF,16MS0135N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1288,DD-FC1-51301-2001,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,"RCL,TF",,,NULL,NULL,NULL,NULL,NULL,MCL,mCL,
1289,DD-FC1-51301-1402,Screw Sleeve ,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0127L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1290,DD-FC1-51301-1401,Nut,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0128L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1291,DD-FC1-51301-1003,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0427L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1292,DD-FC1-51101-2300,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,23WZ0050L-AMF,WLOGTF131020210006 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part under Trial Manufacturing,Eye bolt. Remarks of FAI state that Dir quality rejected the parts. find out what is the rework issue ?
1293,DD-FC1-42034-9,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF190620190019 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,Part Under Trial Manufacturing to under trial test 07-03-24
1294,DD-FC1-42034-170,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF190620190018 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,
1295,DD-FC1-42034-160,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF190620190020 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,Part Under Trial Test to Part under trial mfg 27-03-24
1296,DD-FC1-42034-140,Shaft,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF190620190017 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test (07 March),Part Under Trial Manufacturing to under trial test 07-03-24
1297,DD-FC1-42034-14,Stop Block,NULL,NULL,Kit B,NULL,,TMS,,ARF,0,R&P,81-JF-17-300,NULL,NULL,NULL,NULL,NULL,Die under TF,Die Under Trial MFG,
1298,DD-FC1-42034-1,Axis,NULL,NULL,Kit B,NULL,,PMC,,ARF,0,WLOGTF180420220008 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Part HT procedure & OEM drawings dimensional dicotomies are hampering mfg. check current status 
1299,DD-FC1-42004-8,Nut,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0122L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1300,DD-FC1-42004-7,Nut,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0123L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1301,DD-FC1-42004-4,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0121L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1302,DD-FC1-42004-3,Washer,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0124L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1303,DD-FC1-42004-20,Eye Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF110520220114 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Rework remarks by FAI (R2 Grove is Missing in prototype). Check progres & prioiritize. Comlpex small Eye bolt with bearing / bushing inside. Check TF status & then finalize disposal
1304,DD-FC1-42004-2,Washer,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0125L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1305,DD-FC1-42004-103,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21PM0683L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1306,DD-FC1-42004-102,Uning Disc,NULL,NULL,Kit B,NULL,,PMC,,ARF,22PM0146L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1307,DD-FC1-42004-1,Washer,NULL,NULL,Kit B,NULL,,,,ARF,19MS0116L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1308,DD-FC1-41113-1,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF190620190016 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,PART under trial test TO PART UNDER TRIAL MFG 07-03-24
1309,DD-FC1-41035-113,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0203L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1310,DD-FC1-41005-6,Washer,NULL,NULL,Kit B,NULL,,,,ARF,17MS0578L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1311,DD-FC1-41005-4,Washer,NULL,NULL,Kit B,NULL,,,,ARF,21MS0199L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1312,DD-FC1-41005-3,Washer,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0143L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1313,DD-FC1-41005-13,Nut (Wheel),NULL,NULL,Kit B,NULL,,,,ARF,21PM0183N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1314,DD-FC1-30003-3,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF250520210124 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,"CRITICAL PART AWT PART CASE XPSGMS050720230420 THREAD DIE MJ20X1.5(GT2) , VCS COMPLETED 28/11/2023"
1315,DD-FC1-30003-2,Bolt,NULL,NULL,Kit B,NULL,,MS,1cr17ni2-L32mm,ARF,0,WLOGTF250520210113 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,"CRITICAL PART AWT PART CASE XPSGMS050720230420 THREAD DIE MJ20X1.5(GT2) , VCS COMPLETED 28/11/2023"
1316,DD-FC1-27002-8,Washer,NULL,NULL,Kit B,NULL,,,,ARF,21MS0514L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1317,DD-FC1-25002-28,Nut Aileron,NULL,NULL,Kit B,NULL,,,,ARF,19MS0385N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1318,DD-FC1-20302-31,Rotary Pin,NULL,NULL,Kit B,NULL,,,,ARF,21MS0356L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1319,DD-FC1-20202-803,Bolt,NULL,NULL,Kit B,NULL,,,,ARF,21MS0690L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1320,DD-FC1-20202-801,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0126L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1321,DD-FC1-20202-132,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0134L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1322,DD-FC1-06031-212,Bolt,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0129L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1323,DD-FC1-05026-723G1,Screw,NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0034L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1324,DD-FC1-05026-723,Screw,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1325,DD-FC1-05016-125,Screw,NULL,NULL,Kit B,NULL,,MS,ML16CRSINI-14MM,ARF,0,WLOGTF130720210012 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,
1326,DD-FC1-04321-7,Stopper,NULL,NULL,Kit B,NULL,,PMC,,ARF,0,WLOGTF130420210002 ,,NULL,NULL,NULL,NULL,NULL,Under Trial Test,Under Trial Test,
1327,DD-FC1-04011-5,Screw,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0130L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1328,DD-FC1-04011-4,Screw,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0131L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1329,DD-FC1-01000-105,Washer,NULL,NULL,Kit B,NULL,,MS,,ARF,22MS0142L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1330,9Q/611S124,Gasket,NULL,NULL,Kit B,NULL,,RP,,ARF,AREA UNKNOWN,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL (AREA UNKNOWN),
1331,5Q/611S-89-3,Bush,NULL,NULL,Kit B,NULL,,,,ARF,21PM0754N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1332,5Q/611S-89-2,Bush,NULL,NULL,Kit B,NULL,,,,ARF,21PM0750N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1333,4C1.73M4X16,Screw (Log),NULL,NULL,Kit B,NULL,,MS,,ARF,23MS0219N,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1334,1Q-611S-89-4 (Q/J10-0049-4),Bolt (Log),NULL,NULL,Kit B,NULL,,MS,,ARF,0,WLOGTF111020210001 ,,NULL,NULL,NULL,NULL,NULL,Part under TF,Part Under Trial Manufacturing,Spring is soft as per user response. Develop material from IIA material & put it on trial. I/L 1Q/611S-89-4
1335,1HB6521-65,Clamp,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1336,1HB6521-55,Quik Release Clamp,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1337,1HB6521-50,Quik Release Clamp,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1338,1HB6521-42,Quik Release Clamp,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1339,1HB6521-40,Clamp,NULL,NULL,Kit B,NULL,,,,ARF,0,,,NULL,NULL,NULL,NULL,NULL,MCL,RCL,
1340,1HB3-25LB55YZ,Clamp,NULL,NULL,Kit B,NULL,,,,ARF,21SM0554L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
1341,1HB3-25LB35,Clamp,NULL,NULL,Kit B,NULL,,,,ARF,19SM0107L,,,NULL,NULL,NULL,NULL,NULL,MCL,MCL,
